claim_id,log_file_name,section_number,parsed_values,source_table,source_cell,source_values_full_precision,comparison_rule_used,status,quantity_label,notes
R099,scratch_coder_figure_revisions_log_pass2.md,T.5,"[""148""]",S8T005,"analysis/outputs_validation_scratch_20260824/sufficiency_subset_summary.csv::CSV row 2, count; analysis/scratch_coder_results/results.md::S8T005.r1 estimate","[[""148"", ""148""]]",exact,PASS,broad register usable count,
R100,scratch_coder_figure_revisions_log_pass2.md,T.5,"[""147""]",S8T003,Sufficient count plus Partially sufficient count,[[]],exact,PASS,Sufficient plus Partially sufficient majority total,
R101,scratch_coder_figure_revisions_log_pass2.md,T.5,"[""0"", ""0"", ""0"", ""0""]",majority_coverage.csv,"analysis/outputs_majority_coverage_20260914T170315Z/majority_coverage.csv::CSV row 27, count; analysis/outputs_majority_coverage_20260914T170315Z/majority_coverage.csv::CSV row 14, count; analysis/outputs_majority_coverage_20260914T170315Z/majority_coverage.csv::CSV row 54, count; analysis/outputs_majority_coverage_20260914T170315Z/majority_coverage.csv::CSV row 41, count","[[""0""], [""0""], [""0""], [""0""]]",exact,PASS,Unclear plus substantive majority-set zeros,
R102,scratch_coder_figure_revisions_log_pass2.md,T.5,"[""0"", ""0"", ""0"", ""0""]",majority_coverage.csv,"analysis/outputs_majority_coverage_20260914T170315Z/majority_coverage.csv::CSV row 22, count; analysis/outputs_majority_coverage_20260914T170315Z/majority_coverage.csv::CSV row 9, count; analysis/outputs_majority_coverage_20260914T170315Z/majority_coverage.csv::CSV row 49, count; analysis/outputs_majority_coverage_20260914T170315Z/majority_coverage.csv::CSV row 36, count","[[""0""], [""0""], [""0""], [""0""]]",exact,PASS,four-or-more majority-set zeros,
R103,scratch_coder_figure_revisions_log_pass2.md,T.5,"[""0"", ""150""]",majority_coverage.csv,"analysis/outputs_majority_coverage_20260914T170315Z/majority_coverage.csv::CSV row 28, count; denominator","[[""0""], [""150""]]",exact,PASS,baseline purpose majority-set exceedance,
R104,scratch_coder_figure_revisions_log_pass2.md,T.5,"[""0"", ""75""]",majority_coverage.csv,"analysis/outputs_majority_coverage_20260914T170315Z/majority_coverage.csv::CSV row 55, count; denominator","[[""0""], [""75""]]",exact,PASS,hard_case purpose majority-set exceedance,
R105,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""107""]",S8T001,"analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 5, count; analysis/scratch_coder_results/results.md::S8T001.r7 estimate","[[""107"", ""107""]]",exact,PASS,C01 sufficiency Sufficient,
R106,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""39""]",S8T001,"analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 6, count; analysis/scratch_coder_results/results.md::S8T001.r9 estimate","[[""39"", ""39""]]",exact,PASS,C01 sufficiency Partially sufficient,
R107,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""4""]",S8T001,"analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 7, count; analysis/scratch_coder_results/results.md::S8T001.r11 estimate","[[""4"", ""4""]]",exact,PASS,C01 sufficiency Insufficient,
R108,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""103""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 6, count; analysis/scratch_coder_results/results.md::S9T001.r9 estimate","[[""103"", ""103""]]",exact,PASS,C01 taxonomy fit Fit,
R109,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""20""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 7, count; analysis/scratch_coder_results/results.md::S9T001.r11 estimate","[[""20"", ""20""]]",exact,PASS,C01 taxonomy fit Partial Fit,
R110,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""3""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 8, count; analysis/scratch_coder_results/results.md::S9T001.r13 estimate","[[""3"", ""3""]]",exact,PASS,C01 taxonomy fit No Fit,
R111,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""24""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 9, count; analysis/scratch_coder_results/results.md::S9T001.r15 estimate","[[""24"", ""24""]]",exact,PASS,C01 taxonomy fit Cannot assess from register entry,
R112,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""96""]",S8T001,"analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 8, count; analysis/scratch_coder_results/results.md::S8T001.r13 estimate","[[""96"", ""96""]]",exact,PASS,C02 sufficiency Sufficient,
R113,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""48""]",S8T001,"analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 9, count; analysis/scratch_coder_results/results.md::S8T001.r15 estimate","[[""48"", ""48""]]",exact,PASS,C02 sufficiency Partially sufficient,
R114,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""6""]",S8T001,"analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 10, count; analysis/scratch_coder_results/results.md::S8T001.r17 estimate","[[""6"", ""6""]]",exact,PASS,C02 sufficiency Insufficient,
R115,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""133""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 10, count; analysis/scratch_coder_results/results.md::S9T001.r17 estimate","[[""133"", ""133""]]",exact,PASS,C02 taxonomy fit Fit,
R116,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""7""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 11, count; analysis/scratch_coder_results/results.md::S9T001.r19 estimate","[[""7"", ""7""]]",exact,PASS,C02 taxonomy fit Partial Fit,
R117,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""1""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 12, count; analysis/scratch_coder_results/results.md::S9T001.r21 estimate","[[""1"", ""1""]]",exact,PASS,C02 taxonomy fit No Fit,
R118,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""9""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 13, count; analysis/scratch_coder_results/results.md::S9T001.r23 estimate","[[""9"", ""9""]]",exact,PASS,C02 taxonomy fit Cannot assess from register entry,
R119,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""59""]",S8T001,"analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 11, count; analysis/scratch_coder_results/results.md::S8T001.r19 estimate","[[""59"", ""59""]]",exact,PASS,C03 sufficiency Sufficient,
R120,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""89""]",S8T001,"analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 12, count; analysis/scratch_coder_results/results.md::S8T001.r21 estimate","[[""89"", ""89""]]",exact,PASS,C03 sufficiency Partially sufficient,
R121,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""2""]",S8T001,"analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 13, count; analysis/scratch_coder_results/results.md::S8T001.r23 estimate","[[""2"", ""2""]]",exact,PASS,C03 sufficiency Insufficient,
R122,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""92""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 14, count; analysis/scratch_coder_results/results.md::S9T001.r25 estimate","[[""92"", ""92""]]",exact,PASS,C03 taxonomy fit Fit,
R123,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""57""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 15, count; analysis/scratch_coder_results/results.md::S9T001.r27 estimate","[[""57"", ""57""]]",exact,PASS,C03 taxonomy fit Partial Fit,
R124,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""0""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 16, count; analysis/scratch_coder_results/results.md::S9T001.r29 estimate","[[""0"", ""0""]]",exact,PASS,C03 taxonomy fit No Fit,
R125,scratch_coder_figure_revisions_log_pass2.md,T.6,"[""1""]",S9T001,"analysis/outputs_validation_scratch_20260824/taxonomy_fit_response_distribution.csv::CSV row 17, count; analysis/scratch_coder_results/results.md::S9T001.r31 estimate","[[""1"", ""1""]]",exact,PASS,C03 taxonomy fit Cannot assess from register entry,
R126,scratch_coder_figure_revisions_log_pass2.md,K.2,"[""9""]",S5T001,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 10, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r49 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 10, source_value_string","[[""9"", ""9"", ""9""]]",exact,PASS,Migration & Demographics majority count,
R127,scratch_coder_figure_revisions_log_pass2.md,K.2,"[""4""]",S5T001,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 3, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r7 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 3, source_value_string","[[""4"", ""4"", ""4""]]",exact,PASS,Crime & Justice majority count,
R128,scratch_coder_figure_revisions_log_pass2.md,K.2,"[""4""]",S5T001,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 6, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r25 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 6, source_value_string","[[""4"", ""4"", ""4""]]",exact,PASS,Environment & Agriculture majority count,
R129,scratch_coder_figure_revisions_log_pass2.md,K.2,"[""2""]",S5T001,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 12, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r61 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 12, source_value_string","[[""2"", ""2"", ""2""]]",exact,PASS,Public Finance & Taxation majority count,
R130,scratch_coder_figure_revisions_log_pass2.md,K.2,"[""0""]",S5T001,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 4, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r13 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 4, source_value_string","[[""0"", ""0"", ""0""]]",exact,PASS,Data Infrastructure & Methodology majority count,
R131,scratch_coder_figure_revisions_log_pass2.md,K.2,"[""0""]",S5T001,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 8, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r37 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 8, source_value_string","[[""0"", ""0"", ""0""]]",exact,PASS,Housing & Planning majority count,
R132,scratch_coder_figure_revisions_log_pass2.md,P.1,"[""9""]",S5T002,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 15, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r7 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 15, source_value_string","[[""9"", ""9"", ""9""]]",exact,PASS,Life-Course / Trajectory Analysis majority count,
R133,scratch_coder_figure_revisions_log_pass2.md,P.1,"[""7""]",S5T002,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 16, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r13 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 16, source_value_string","[[""7"", ""7"", ""7""]]",exact,PASS,Methodological / Infrastructure Research majority count,
R134,scratch_coder_figure_revisions_log_pass2.md,P.1,"[""1""]",S5T002,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 19, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r31 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 19, source_value_string","[[""1"", ""1"", ""1""]]",exact,PASS,Risk Prediction / Early Identification majority count,
R135,scratch_coder_figure_revisions_log_pass2.md,P.1,"[""1""]",S5T002,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 20, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r37 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 20, source_value_string","[[""1"", ""1"", ""1""]]",exact,PASS,Service Interaction / Systems Analysis majority count,
R136,scratch_coder_figure_revisions_log_pass2.md,K.9,"[""6"", ""12""]",S5T001,count of baseline_human_majority_positive_n < 10; distinct label count,"[[""41"", ""4"", ""0"", ""27"", ""4"", ""23"", ""0"", ""39"", ""9"", ""11"", ""2"", ""13""], [""12""]]",exact,PASS,domain labels shown and total,
R137,scratch_coder_figure_revisions_log_pass2.md,K.9,"[""4"", ""8""]",S5T002,count of baseline_human_majority_positive_n < 10; distinct label count,"[[""36"", ""9"", ""7"", ""19"", ""30"", ""1"", ""1"", ""26""], [""8""]]",exact,PASS,purpose labels shown and total,
R138,scratch_coder_figure_revisions_log_pass2.md,P.1,"[""4"", ""8""]",S5T002,count of baseline_human_majority_positive_n < 10; distinct label count,"[[""36"", ""9"", ""7"", ""19"", ""30"", ""1"", ""1"", ""26""], [""8""]]",exact,PASS,purpose sparse and total labels,
R139,scratch_coder_figure_revisions_log_pass2.md,C.3,"[""6"", ""12""]",S5T001,count of baseline_human_majority_positive_n < 10; distinct label count,"[[""41"", ""4"", ""0"", ""27"", ""4"", ""23"", ""0"", ""39"", ""9"", ""11"", ""2"", ""13""], [""12""]]",exact,PASS,domain sparse and total labels,
R140,scratch_coder_figure_revisions_log_pass2.md,P.1,"[""36""]",S5T002,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 14, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r1 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 14, source_value_string","[[""36"", ""36"", ""36""]]",exact,PASS,Descriptive Monitoring majority count,
R141,scratch_coder_figure_revisions_log_pass2.md,P.1,"[""30""]",S5T002,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 18, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r25 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 18, source_value_string","[[""30"", ""30"", ""30""]]",exact,PASS,Policy Evaluation / Impact Analysis majority count,
R142,scratch_coder_figure_revisions_log_pass2.md,P.1,"[""19""]",S5T002,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 17, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r19 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 17, source_value_string","[[""19"", ""19"", ""19""]]",exact,PASS,Outcome Tracking majority count,
R143,scratch_coder_figure_revisions_log_pass2.md,P.1,"[""26""]",S5T002,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 21, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r43 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 21, source_value_string","[[""26"", ""26"", ""26""]]",exact,PASS,Unclear from Register Entry majority count,
